,Downloaded,pos_x,pos_y,pos_z,cm_x,cm_y,cm_z,mass,sfr,halfmassrad,m_stars,Z_gas,m_gas
501272,0,27060.1,5373.82,5518.99,27058.5,5375.68,5525.22,7.02455,1.13544,37.4067,0.103631,0.00864351,1.21045
502268,0,1763.49,9175.06,7899.04,1762.07,9177.21,7898.89,8.66261,1.10513,38.137,0.096074,0.00779153,1.04401
502335,0,740.003,27629.9,14027.0,737.659,27626.8,14029.0,7.64109,1.45818,31.8429,0.201253,0.0126042,1.06379
503040,0,8519.38,25794.5,23273.8,8518.77,25795.8,23277.1,7.58811,1.10655,33.3202,0.101005,0.00805748,1.17487
504062,0,29267.6,5928.77,3698.04,29269.2,5926.5,3699.27,8.81406,1.12438,32.623,0.102231,0.00632043,1.00185
504238,0,20912.5,2633.62,23957.1,20915.9,2636.03,23968.4,8.44086,1.11167,27.7588,0.04369,0.00358558,0.897733
508066,0,15890.3,7722.5,23780.3,15893.3,7723.05,23779.1,7.81704,1.14848,30.858,0.10759,0.00845527,0.998858
508864,0,14512.1,21892.4,23395.0,14512.6,21890.9,23394.6,8.39275,1.11177,33.0313,0.185717,0.0149055,0.738424
510557,0,24015.7,5095.94,5728.02,24016.3,5100.74,5728.91,7.18083,1.28231,27.5089,0.230441,0.0149178,0.846664
517929,0,22047.5,22856.7,13687.8,22048.7,22855.2,13688.5,6.80644,1.08246,31.3281,0.10395,0.00788691,0.842942
